transaction_id,user_id,amount,transaction_date
4790,973,200.26,2025-01-03
4791,2705,178.65,2025-01-25
4792,2113,521.44,2025-03-23
4793,1055,241.35,2025-03-29
4794,649,51.86,2025-03-29
4795,284,39.41,2025-03-27
4796,2158,574.76,2025-02-25
4797,520,871.37,2025-02-11
4798,1099,125.27,2025-03-25
4799,1069,197.16,2025-02-11
4800,721,46.98,2025-01-29
4801,405,32.67,2025-03-26
4802,81,351.65,2025-01-07
4803,2610,65.06,2025-02-18
4804,2321,407.54,2025-01-30
4805,1282,81.08,2025-02-26
4806,804,180.73,2025-02-18
4807,2869,473.47,2025-03-27
4808,2522,943.93,2025-02-08
4809,294,396.68,2025-02-05
4810,2454,25.74,2025-03-05
4811,1051,235.17,2025-01-03
4812,2118,24.0,2025-03-31
4813,555,97.51,2025-02-14
4814,2043,100.87,2025-03-21
4815,1278,176.28,2025-03-15
4816,1759,71.38,2025-01-01
4817,2272,86.61,2025-02-10
4818,1364,656.36,2025-03-09
4819,28,130.44,2025-03-14
4820,2516,422.82,2025-03-05
4821,1333,106.0,2025-02-14
4822,1056,139.53,2025-02-21
4823,626,470.29,2025-02-17
4824,309,320.78,2025-03-29
4825,252,51.14,2025-03-07
4826,1749,601.7,2025-02-22
4827,2758,196.49,2025-02-25
4828,2081,318.68,2025-02-09
4829,1660,178.88,2025-02-26
4830,182,418.35,2025-03-24
4831,964,82.54,2025-02-28
4832,2491,34.62,2025-01-12
4833,508,63.55,2025-01-09
4834,1559,47.32,2025-02-19
4835,2148,97.48,2025-02-20
4836,1644,39.94,2025-02-07
4837,1368,197.06,2025-03-31
4838,1970,216.49,2025-03-28
4839,863,419.94,2025-02-07
4840,683,215.74,2025-02-01
4841,1678,38.97,2025-02-26
4842,2632,337.98,2025-02-27
4843,185,138.63,2025-02-27
4844,2380,106.66,2025-03-18
4845,2162,359.55,2025-01-13
4846,1672,390.8,2025-02-08
4847,516,130.93,2025-03-11
4848,2282,32.98,2025-01-27
4849,621,225.63,2025-01-17
4850,2800,156.84,2025-03-09
4851,413,167.78,2025-03-02
4852,1527,228.09,2025-01-12
4853,855,918.45,2025-03-29
4854,402,42.99,2025-01-19
4855,585,224.63,2025-02-27
4856,701,255.57,2025-02-03
4857,2299,122.1,2025-01-30
4858,910,147.79,2025-01-06
4859,352,159.12,2025-02-08
4860,1452,220.69,2025-01-06
4861,2952,349.78,2025-03-18
4862,139,22.13,2025-02-13
4863,2841,193.54,2025-01-18
4864,312,45.53,2025-02-03
4865,688,378.82,2025-01-30
4866,2467,63.97,2025-01-01
4867,373,233.38,2025-03-21
4868,1684,133.53,2025-01-03
4869,1480,33.5,2025-02-25
4870,2878,398.78,2025-03-28
4871,952,186.55,2025-02-26
4872,1905,214.94,2025-01-03
4873,2561,734.46,2025-02-17
4874,255,35.76,2025-02-02
4875,255,183.47,2025-03-24
4876,819,691.28,2025-02-25
4877,1745,102.72,2025-02-25
4878,941,335.09,2025-01-06
4879,902,11.66,2025-03-26
4880,756,70.36,2025-03-08
4881,1432,378.99,2025-03-05
4882,2447,238.16,2025-02-26
4883,685,190.11,2025-02-25
4884,598,316.25,2025-01-31
4885,1058,270.58,2025-03-04
4886,1052,99.64,2025-01-03
4887,942,120.78,2025-01-21
4888,1975,24.64,2025-02-15
4889,2166,71.3,2025-03-28
4890,828,627.01,2025-02-25
4891,1010,26.3,2025-03-28
4892,2385,162.05,2025-02-05
4893,2238,145.08,2025-01-22
4894,161,198.75,2025-01-08
4895,128,768.64,2025-03-15
4896,582,34.38,2025-02-22
4897,530,90.01,2025-03-09
4898,2840,44.11,2025-03-07
4899,1317,446.49,2025-03-30
4900,1652,107.69,2025-01-27
4901,2810,61.29,2025-01-06
4902,1179,196.12,2025-01-25
4903,2851,490.6,2025-02-23
4904,2128,511.62,2025-02-09
4905,920,141.28,2025-03-19
4906,2889,395.06,2025-01-11
4907,2350,27.94,2025-03-13
4908,1457,142.5,2025-01-28
4909,1066,287.09,2025-01-18
4910,472,257.26,2025-03-29
4911,123,131.51,2025-03-08
4912,1513,246.24,2025-03-09
4913,831,341.12,2025-02-16
4914,1289,214.86,2025-02-12
4915,1672,433.99,2025-03-24
4916,1010,983.48,2025-02-26
4917,1984,741.03,2025-03-28
4918,1995,11.85,2025-01-22
4919,354,178.96,2025-03-31
4920,192,129.87,2025-03-28
4921,556,31.35,2025-03-20
4922,29,19.58,2025-02-27
4923,1672,171.93,2025-02-23
4924,1208,114.22,2025-03-01
4925,675,141.43,2025-03-15
4926,1211,36.88,2025-03-26
4927,1259,174.12,2025-03-25
4928,2561,56.61,2025-01-07
4929,2146,125.82,2025-03-26
4930,2498,53.82,2025-02-03
4931,539,62.39,2025-01-13
4932,2158,70.05,2025-02-28
4933,1801,134.48,2025-03-14
4934,2643,58.85,2025-02-24
4935,2610,608.55,2025-03-23
4936,415,191.67,2025-03-31
4937,2168,127.53,2025-02-08
4938,704,26.78,2025-01-02
4939,1511,29.39,2025-01-28
4940,2505,93.43,2025-03-28
4941,1159,120.12,2025-02-25
4942,1066,133.06,2025-03-15
4943,1287,151.24,2025-03-17
4944,212,218.13,2025-01-01
4945,1241,53.35,2025-02-12
4946,1784,44.67,2025-03-16
4947,1333,354.43,2025-02-18
4948,2907,13.81,2025-01-30
4949,1226,49.38,2025-02-17
4950,2502,393.76,2025-03-27
4951,587,68.2,2025-02-18
4952,40,67.09,2025-03-15
4953,2917,288.43,2025-01-16
4954,2081,98.54,2025-03-07
4955,2260,21.88,2025-03-27
4956,2713,222.27,2025-01-20
4957,1330,194.28,2025-02-27
4958,491,129.49,2025-01-02
4959,246,29.39,2025-01-02
4960,2597,584.6,2025-02-28
4961,1630,153.19,2025-02-23
4962,1913,272.77,2025-01-28
4963,2057,202.05,2025-02-17
4964,2322,91.19,2025-02-18
4965,1199,55.58,2025-02-15
4966,1480,13.09,2025-02-25
4967,1877,120.11,2025-03-03
4968,2611,251.95,2025-03-08
4969,961,885.75,2025-03-06
4970,1344,118.5,2025-02-27
4971,2381,27.91,2025-01-04
4972,2808,268.81,2025-03-04
4973,1238,156.53,2025-01-29
4974,1192,482.36,2025-01-26
4975,192,231.82,2025-01-27
4976,561,237.03,2025-03-02
4977,2652,208.19,2025-02-26
4978,1986,467.89,2025-02-23
4979,2541,686.79,2025-01-03
4980,2793,72.6,2025-01-24
4981,831,400.72,2025-01-26
4982,451,17.64,2025-01-23
4983,1098,83.15,2025-03-28
4984,1748,317.07,2025-01-26
4985,2306,42.17,2025-02-20
4986,1169,45.03,2025-01-28
4987,66,387.91,2025-01-27
4988,231,38.9,2025-01-11
4989,197,626.32,2025-02-22
4990,123,830.65,2025-01-03
4991,2409,66.04,2025-03-29
4992,2651,394.01,2025-01-05
4993,2305,233.55,2025-03-12
4994,1338,260.02,2025-02-24
4995,1963,10.95,2025-03-21
4996,678,32.71,2025-02-24
4997,80,51.22,2025-01-05
4998,1039,184.22,2025-01-31
4999,2551,233.83,2025-01-02
5000,2481,18.65,2025-01-20
5001,738,127.99,2025-02-18
5002,2848,90.23,2025-03-02
5003,356,47.95,2025-01-16
5004,582,160.26,2025-02-11
5005,1429,82.33,2025-01-26
5006,2012,99.06,2025-03-15
5007,2578,195.53,2025-03-16
5008,2015,122.13,2025-03-19
5009,1609,281.54,2025-01-08
5010,2557,422.32,2025-03-15
5011,2698,90.59,2025-03-24
5012,1958,47.68,2025-03-16
5013,91,41.5,2025-02-13
5014,2510,406.94,2025-02-24
5015,669,40.07,2025-03-29
5016,2814,48.2,2025-02-11
5017,69,504.66,2025-03-19
5018,1051,98.03,2025-02-11
5019,351,391.75,2025-02-20
5020,151,127.85,2025-02-01
5021,493,104.3,2025-02-01
5022,2811,62.55,2025-02-24
5023,2513,238.19,2025-02-16
5024,1441,258.51,2025-03-18
5025,795,206.13,2025-03-17
5026,678,367.89,2025-02-12
5027,352,552.23,2025-01-09
5028,1648,58.93,2025-03-19
5029,2148,92.79,2025-01-08
5030,2053,41.05,2025-01-31
5031,1000,209.23,2025-02-27
5032,2040,209.07,2025-01-13
5033,898,80.76,2025-02-26
5034,1334,173.24,2025-03-12
5035,356,204.78,2025-01-21
5036,2707,19.75,2025-03-26
5037,2282,230.04,2025-02-28
5038,2118,912.46,2025-02-17
5039,2856,45.06,2025-03-12
5040,2363,240.75,2025-01-13
5041,1518,171.98,2025-01-23
5042,633,33.28,2025-03-07
5043,707,150.6,2025-01-13
5044,1099,331.06,2025-03-02
5045,2286,237.29,2025-03-28
5046,736,115.94,2025-03-17
5047,2651,403.43,2025-02-16
5048,1840,213.0,2025-02-19
5049,643,108.42,2025-01-05
5050,2337,35.2,2025-01-31
5051,319,607.37,2025-02-08
5052,2306,20.71,2025-01-25
5053,2640,51.52,2025-01-31
5054,1526,10.68,2025-02-06
5055,2450,105.77,2025-03-04
5056,841,241.92,2025-03-17
5057,2949,700.97,2025-01-25
5058,987,196.5,2025-03-15
5059,2188,39.02,2025-03-14
5060,1505,27.9,2025-02-04
5061,913,130.76,2025-03-14
5062,1870,116.29,2025-01-09
5063,389,79.18,2025-01-21
5064,1562,325.98,2025-03-23
5065,2153,113.86,2025-03-30
5066,224,560.12,2025-03-22
5067,1575,326.97,2025-01-15
5068,447,23.82,2025-02-24
5069,1098,548.38,2025-03-08
5070,2407,109.38,2025-03-02
5071,627,40.56,2025-03-15
5072,2751,49.7,2025-03-25
5073,1452,107.94,2025-01-31
5074,1016,20.71,2025-03-03
5075,2234,36.54,2025-02-05
5076,1166,92.44,2025-03-30
5077,1828,844.7,2025-03-22
5078,1158,349.68,2025-02-13
5079,1920,105.8,2025-02-19
5080,2008,71.16,2025-02-17
5081,2862,344.15,2025-01-11
5082,1635,361.78,2025-02-28
5083,2050,84.14,2025-01-26
5084,780,216.15,2025-02-06
5085,1397,226.24,2025-03-05
5086,1875,244.31,2025-02-17
5087,1784,102.35,2025-01-14
5088,2582,240.26,2025-02-10
5089,1031,576.79,2025-02-21
5090,1512,20.7,2025-02-18
5091,405,68.26,2025-03-02
5092,884,14.08,2025-01-07
5093,2492,45.77,2025-03-12
5094,684,147.7,2025-01-07
5095,1513,50.41,2025-01-21
5096,2142,125.35,2025-03-27
5097,2953,116.4,2025-01-17
5098,2808,66.0,2025-03-16
5099,886,17.06,2025-02-13
5100,2658,295.13,2025-01-26
5101,1046,411.36,2025-03-06
5102,1052,368.98,2025-02-03
5103,432,32.08,2025-03-26
5104,1844,228.19,2025-02-13
5105,2572,921.93,2025-01-20
5106,2441,106.29,2025-02-02
5107,1012,304.29,2025-01-02
5108,1606,47.61,2025-02-04
5109,2324,69.58,2025-03-09
5110,16,31.84,2025-03-26
5111,2035,407.29,2025-03-26
5112,1225,195.59,2025-01-21
5113,1082,51.32,2025-01-21
5114,2288,34.08,2025-01-20
5115,249,446.17,2025-01-30
5116,1457,139.25,2025-01-04
5117,2905,160.99,2025-03-30
5118,671,26.92,2025-02-14
5119,2459,60.35,2025-03-16
5120,886,328.15,2025-02-04
5121,2040,294.09,2025-03-20
5122,598,24.06,2025-03-08
5123,1876,208.0,2025-02-09
5124,2042,24.27,2025-02-17
5125,2733,65.7,2025-01-09
5126,1457,520.81,2025-02-06
5127,1665,268.14,2025-01-14
5128,949,52.38,2025-03-01
5129,1089,22.38,2025-03-21
5130,1199,128.32,2025-01-11
5131,1334,33.49,2025-02-06
5132,1191,266.51,2025-03-11
5133,2306,87.85,2025-03-10
5134,1864,24.57,2025-02-18
5135,892,30.97,2025-03-10
5136,1587,115.12,2025-02-01
5137,1662,77.91,2025-03-07
5138,2392,42.41,2025-03-10
5139,1245,125.59,2025-03-01
5140,2498,210.48,2025-03-25
5141,213,160.22,2025-03-29
5142,1528,32.06,2025-03-13
5143,570,77.43,2025-03-02
5144,1671,24.07,2025-03-18
5145,18,558.86,2025-02-03
5146,639,123.64,2025-01-23
5147,1952,45.57,2025-01-09
5148,1061,213.35,2025-01-30
5149,1046,86.2,2025-01-26
5150,1731,274.58,2025-02-08
5151,1638,41.84,2025-03-22
5152,432,288.31,2025-01-03
5153,113,233.27,2025-03-02
5154,2448,45.12,2025-01-10
5155,107,511.05,2025-02-12
5156,910,1034.73,2025-01-06
5157,2306,444.33,2025-03-06
5158,2804,976.7,2025-03-30
5159,1473,631.72,2025-02-13
5160,1675,103.18,2025-03-05
5161,1663,407.97,2025-01-08
5162,827,158.27,2025-03-19
5163,616,13.01,2025-01-03
5164,871,127.21,2025-01-06
5165,1528,27.05,2025-03-22
5166,1811,561.25,2025-01-04
5167,2508,32.43,2025-02-05
5168,782,135.38,2025-03-30
5169,1097,74.3,2025-02-26
5170,2499,185.13,2025-03-25
5171,1287,161.96,2025-01-26
5172,354,191.84,2025-01-26
5173,91,45.76,2025-01-13
5174,2234,471.15,2025-01-20
5175,922,366.28,2025-02-19
5176,651,260.27,2025-01-02
5177,465,405.44,2025-03-15
5178,2113,43.1,2025-03-04
5179,2551,280.45,2025-01-30
5180,2614,177.53,2025-02-24
5181,2936,272.45,2025-01-06
5182,803,222.95,2025-03-05
5183,2732,54.95,2025-02-13
5184,1066,100.49,2025-03-20
5185,1417,338.89,2025-01-19
5186,1559,55.97,2025-01-07
5187,2498,531.9,2025-01-16
5188,1245,517.41,2025-02-06
5189,1052,305.94,2025-02-26
5190,261,92.58,2025-01-04
5191,792,51.83,2025-03-17
5192,1262,195.18,2025-03-12
5193,1584,382.58,2025-02-05
5194,345,117.7,2025-03-07
5195,2518,39.18,2025-03-21
5196,935,13.7,2025-01-18
5197,504,18.61,2025-02-04
5198,2884,174.33,2025-01-22
5199,2385,991.21,2025-02-05
5200,100,152.91,2025-01-13
5201,2671,41.82,2025-01-26
5202,1949,39.65,2025-02-19
5203,1782,744.09,2025-03-11
5204,2831,401.02,2025-02-03
5205,1963,12.63,2025-01-03
5206,209,434.23,2025-03-26
5207,2863,74.91,2025-02-07
5208,941,121.05,2025-03-30
5209,2215,754.59,2025-02-27
5210,1631,62.71,2025-03-25
5211,1520,254.48,2025-02-25
5212,886,40.48,2025-02-19
5213,2050,152.81,2025-03-26
5214,1807,100.24,2025-01-15
5215,2606,14.18,2025-02-24
5216,2524,668.97,2025-01-25
5217,1799,277.33,2025-02-09
5218,1554,155.5,2025-03-15
5219,1435,449.65,2025-02-10
5220,69,78.44,2025-03-17
5221,2520,432.13,2025-01-15
5222,2706,79.47,2025-01-08
5223,949,183.06,2025-03-15
5224,677,25.54,2025-03-05
5225,2677,428.88,2025-02-24
5226,1736,154.04,2025-01-01
5227,2648,119.55,2025-03-15
5228,1943,636.79,2025-03-07
5229,756,172.41,2025-01-30
5230,1445,142.37,2025-02-03
5231,1856,467.97,2025-01-01
5232,220,176.23,2025-03-18
5233,2260,68.86,2025-02-03
5234,1587,56.38,2025-02-24
5235,2909,84.81,2025-02-14
5236,653,238.06,2025-01-19
5237,780,138.42,2025-01-04
5238,2316,87.8,2025-01-13
5239,377,240.12,2025-01-16
5240,531,196.11,2025-02-14
5241,2556,206.42,2025-03-04
5242,2282,100.86,2025-01-08
5243,420,135.25,2025-02-28
5244,907,67.88,2025-02-24
5245,2215,218.72,2025-03-06
5246,719,146.8,2025-01-07
5247,2909,65.59,2025-02-24
5248,2467,161.75,2025-02-06
5249,1055,32.88,2025-01-18
5250,795,56.26,2025-02-28
5251,1965,89.69,2025-03-10
5252,1330,401.71,2025-01-15
5253,2889,131.91,2025-01-29
5254,824,104.93,2025-01-13
5255,2670,127.32,2025-02-22
5256,2122,395.6,2025-02-15
5257,849,128.67,2025-02-20
5258,363,290.17,2025-03-17
5259,412,125.17,2025-02-02
5260,2663,281.13,2025-02-19
5261,2447,66.61,2025-01-25
5262,1984,517.28,2025-03-07
5263,2082,373.45,2025-01-28
5264,2564,260.62,2025-02-08
5265,681,210.57,2025-03-14
5266,861,524.75,2025-02-18
5267,2795,258.34,2025-01-28
5268,1304,169.93,2025-01-16
5269,1480,52.38,2025-02-17
5270,1677,317.15,2025-01-02
5271,2937,634.27,2025-02-07
5272,1849,160.36,2025-03-19
5273,1663,29.06,2025-01-03
5274,869,280.11,2025-03-20
5275,2955,271.23,2025-01-18
5276,2060,434.46,2025-02-25
5277,302,262.39,2025-02-02
5278,1707,693.68,2025-01-27
5279,2130,486.79,2025-03-25
5280,2883,95.56,2025-03-23
5281,2522,468.68,2025-01-04
5282,1317,104.81,2025-01-27
5283,1801,144.62,2025-03-20
5284,787,98.56,2025-03-31
5285,395,223.64,2025-02-27
5286,2113,11.24,2025-01-24
5287,1630,119.79,2025-02-04
5288,947,169.71,2025-02-18
5289,356,103.36,2025-02-28
5290,1994,577.19,2025-01-10
5291,2118,34.92,2025-01-13
5292,2711,137.55,2025-03-11
5293,2479,121.2,2025-02-09
5294,2282,235.01,2025-02-17
5295,245,733.08,2025-02-27
5296,2432,21.36,2025-02-17
5297,667,229.37,2025-03-28
5298,1511,338.32,2025-03-20
5299,1582,60.07,2025-02-23
5300,1952,212.13,2025-03-05
5301,1905,1172.28,2025-01-26
5302,2275,405.19,2025-01-21
5303,536,561.53,2025-02-13
5304,2353,250.34,2025-01-23
5305,44,36.55,2025-01-09
5306,1098,323.64,2025-02-24
5307,282,54.87,2025-01-08
5308,461,135.35,2025-02-18
5309,1881,434.29,2025-01-15
5310,62,77.44,2025-01-26
5311,980,232.15,2025-01-31
5312,2498,15.55,2025-03-27
5313,2905,12.06,2025-03-28
5314,223,29.57,2025-02-06
5315,271,152.22,2025-03-07
5316,2381,10.64,2025-03-23
5317,841,402.13,2025-01-29
5318,2335,414.03,2025-01-19
5319,1317,184.05,2025-03-06
5320,2817,267.14,2025-01-01
5321,2147,88.0,2025-01-31
5322,983,127.59,2025-01-28
5323,2326,322.0,2025-02-05
5324,1707,18.56,2025-01-09
5325,1811,50.13,2025-01-18
5326,2251,291.3,2025-01-21
5327,2429,495.93,2025-02-07
5328,68,82.2,2025-01-31
5329,2454,405.0,2025-02-14
5330,692,114.23,2025-02-13
5331,2798,331.87,2025-03-13
5332,2366,347.01,2025-03-15
5333,1394,289.98,2025-03-22
5334,1513,244.74,2025-03-12
5335,1147,155.19,2025-01-18
5336,2453,35.44,2025-02-18
5337,2212,60.07,2025-02-16
5338,1310,322.79,2025-02-26
5339,582,344.88,2025-03-12
5340,1677,69.71,2025-01-05
5341,1133,531.26,2025-02-01
5342,1872,398.16,2025-03-05
5343,1560,485.49,2025-03-14
5344,756,103.45,2025-03-01
5345,1487,204.43,2025-01-09
5346,1782,399.28,2025-01-21
5347,1917,102.31,2025-03-21
5348,2103,75.5,2025-01-09
5349,2260,57.42,2025-03-05
5350,1327,317.34,2025-02-04
5351,2371,176.38,2025-01-26
5352,2361,73.1,2025-02-16
5353,1802,662.4,2025-02-25
5354,2030,17.01,2025-02-01
5355,2024,171.34,2025-02-06
5356,961,168.29,2025-01-27
5357,1671,155.82,2025-03-23
5358,352,648.18,2025-02-07
5359,651,214.64,2025-03-12
5360,1725,123.86,2025-03-15
5361,2012,80.39,2025-02-08
5362,20,830.56,2025-01-01
5363,330,159.49,2025-01-16
5364,857,103.87,2025-01-06
5365,2279,187.26,2025-01-28
5366,977,167.02,2025-01-21
5367,688,545.28,2025-01-27
5368,51,58.57,2025-03-15
5369,62,254.53,2025-01-11
5370,964,121.26,2025-03-31
5371,1202,210.34,2025-01-23
5372,2919,246.28,2025-03-22
5373,2896,434.35,2025-01-22
5374,434,38.32,2025-01-08
5375,1058,592.61,2025-03-13
5376,954,201.63,2025-01-13
5377,2360,261.71,2025-03-03
5378,2878,243.83,2025-03-07
5379,871,44.55,2025-03-12
5380,1951,141.16,2025-03-15
5381,1113,63.14,2025-01-21
5382,62,13.15,2025-03-12
5383,1946,49.43,2025-02-15
5384,2377,116.0,2025-01-25
5385,2122,292.37,2025-02-17
5386,425,119.97,2025-01-25
5387,2578,418.05,2025-02-23
5388,2906,33.75,2025-02-27
5389,973,417.72,2025-01-23
5390,2292,112.38,2025-02-27
5391,148,113.45,2025-01-30
5392,1775,91.17,2025-03-21
5393,2459,329.51,2025-03-11
5394,1586,50.54,2025-01-16
5395,1505,120.44,2025-01-25
5396,934,762.53,2025-01-20
5397,627,789.19,2025-01-02
5398,597,759.13,2025-03-04
5399,980,56.92,2025-01-29
5400,1186,337.85,2025-01-04
5401,1385,323.8,2025-01-25
5402,2282,309.26,2025-01-05
5403,897,115.06,2025-02-03
5404,787,136.26,2025-03-14
5405,1860,54.06,2025-02-22
5406,2434,33.39,2025-02-02
5407,2329,212.79,2025-03-23
5408,1032,52.58,2025-02-13
5409,2040,24.76,2025-02-25
5410,2856,14.36,2025-01-26
5411,451,310.01,2025-03-30
5412,2908,193.77,2025-01-12
5413,2019,185.99,2025-02-22
5414,2491,144.05,2025-03-09
5415,1356,325.38,2025-02-18
5416,292,201.67,2025-02-26
5417,637,25.65,2025-03-21
5418,139,318.03,2025-01-16
5419,1371,269.01,2025-01-17
5420,1804,179.2,2025-01-01
5421,25,30.69,2025-02-11
5422,192,790.48,2025-01-30
5423,1304,117.0,2025-03-21
5424,957,25.69,2025-01-28
5425,1342,404.88,2025-02-04
5426,2606,50.96,2025-02-18
5427,2227,441.05,2025-02-12
5428,540,420.88,2025-03-13
5429,9,349.8,2025-01-16
5430,2371,54.31,2025-03-11
5431,1406,28.0,2025-03-13
5432,2068,269.37,2025-02-25
5433,470,51.9,2025-02-03
5434,1214,31.62,2025-02-17
5435,1995,17.85,2025-01-11
5436,1186,80.01,2025-03-02
5437,831,497.26,2025-01-19
5438,1995,254.8,2025-02-18
5439,1114,330.6,2025-01-21
5440,1056,236.41,2025-01-12
5441,37,638.33,2025-03-24
5442,2113,67.2,2025-01-16
5443,76,281.03,2025-03-24
5444,677,103.42,2025-03-01
5445,1432,171.98,2025-02-05
5446,1055,289.27,2025-02-14
5447,2347,587.54,2025-02-04
5448,1715,178.09,2025-01-08
5449,1387,428.14,2025-01-20
5450,356,46.9,2025-03-31
5451,1280,366.92,2025-01-12
5452,354,49.53,2025-02-19
5453,493,118.89,2025-02-02
5454,1333,179.9,2025-03-19
5455,29,251.42,2025-02-28
5456,2490,64.83,2025-01-01
5457,1107,171.71,2025-03-19
5458,2344,161.52,2025-02-12
5459,1541,15.1,2025-02-17
5460,2513,304.46,2025-01-06
5461,2698,415.69,2025-02-02
5462,941,133.39,2025-03-28
5463,2942,40.35,2025-02-17
5464,823,27.99,2025-02-14
5465,2561,187.37,2025-02-28
5466,962,33.87,2025-02-12
5467,2496,43.65,2025-01-24
5468,1336,375.43,2025-02-26
5469,1277,89.14,2025-03-17
5470,2484,304.27,2025-03-07
5471,1487,61.79,2025-02-12
5472,37,132.77,2025-03-06
5473,744,149.83,2025-01-12
5474,526,325.8,2025-01-23
5475,2992,202.91,2025-03-15
5476,1542,81.37,2025-01-17
5477,2689,577.75,2025-02-20
5478,2936,548.22,2025-02-28
5479,594,47.92,2025-01-23
5480,57,597.03,2025-02-18
5481,1202,245.17,2025-02-12
5482,1808,166.89,2025-03-31
5483,2284,124.83,2025-02-21
5484,2643,45.29,2025-02-08
5485,591,130.02,2025-01-12
5486,346,40.52,2025-01-13
5487,935,57.56,2025-03-06
5488,2710,159.27,2025-01-07
5489,2796,78.39,2025-03-15
5490,2713,138.95,2025-02-16
5491,2324,119.46,2025-03-08
5492,402,92.28,2025-01-09
5493,592,66.22,2025-03-21
5494,2469,92.77,2025-02-18
5495,1513,112.66,2025-01-27
5496,2945,39.94,2025-03-31
5497,2788,10.18,2025-03-22
5498,261,447.13,2025-02-07
5499,2808,629.59,2025-02-01
5500,899,65.97,2025-02-23
5501,1665,127.51,2025-03-31
5502,2329,316.27,2025-02-07
5503,587,372.53,2025-02-10
5504,2738,15.05,2025-02-07
5505,2523,102.12,2025-01-09
5506,2945,224.44,2025-01-22
5507,2807,17.05,2025-01-22
5508,25,451.34,2025-01-26
5509,2496,79.0,2025-02-15
5510,701,36.12,2025-03-13
5511,2668,32.17,2025-03-13
5512,2572,641.5,2025-01-28
5513,1677,767.27,2025-03-31
5514,2282,138.19,2025-03-09
5515,865,727.65,2025-03-28
5516,1334,307.25,2025-02-04
5517,1631,194.33,2025-01-25
5518,2162,30.47,2025-02-16
5519,306,526.04,2025-03-23
5520,555,125.58,2025-01-23
5521,2460,24.7,2025-03-14
5522,2210,335.26,2025-01-15
5523,2062,158.86,2025-01-04
5524,570,24.09,2025-02-14
5525,2090,116.45,2025-03-05
5526,1513,300.96,2025-01-09
5527,1274,109.45,2025-03-29
5528,2805,124.46,2025-01-14
5529,1107,70.63,2025-01-09
5530,1316,124.38,2025-03-09
5531,526,26.06,2025-03-17
5532,1429,77.18,2025-01-30
5533,2028,691.09,2025-02-21
5534,713,37.09,2025-02-26
5535,1531,11.77,2025-03-14
5536,2686,228.46,2025-03-02
5537,2371,38.95,2025-03-02
5538,651,611.81,2025-03-22
5539,908,91.67,2025-03-12
5540,44,87.55,2025-03-15
5541,1015,327.45,2025-03-25
5542,257,478.64,2025-03-01
5543,304,197.39,2025-01-08
5544,477,125.6,2025-03-22
5545,1224,95.61,2025-01-03
5546,1342,276.45,2025-01-19
5547,1550,45.99,2025-03-16
5548,1551,262.57,2025-01-05
5549,1575,32.65,2025-03-14
5550,1818,228.06,2025-02-27
5551,2684,195.61,2025-01-01
5552,312,33.13,2025-01-26
5553,2784,34.28,2025-03-10
5554,625,162.82,2025-03-16
5555,1000,19.99,2025-02-14
5556,2622,88.93,2025-01-31
5557,853,18.76,2025-01-09
5558,1712,203.47,2025-01-12
5559,1858,109.39,2025-03-19
5560,1022,262.42,2025-01-01
5561,1503,478.15,2025-03-02
5562,2670,219.95,2025-03-07
5563,902,229.49,2025-01-02
5564,2573,385.75,2025-03-25
5565,1748,758.7,2025-03-01
5566,808,223.41,2025-01-25
5567,2373,437.99,2025-02-16
5568,2707,32.89,2025-03-17
5569,1055,297.51,2025-03-25
5570,2367,315.56,2025-01-25
5571,1280,627.55,2025-03-30
5572,269,166.76,2025-03-11
5573,2632,604.43,2025-01-30
5574,222,397.13,2025-03-11
5575,833,40.25,2025-03-23
5576,754,116.88,2025-03-16
5577,2231,336.17,2025-02-15
5578,1864,129.04,2025-03-18
5579,1034,290.76,2025-02-07
5580,1905,22.83,2025-03-24
5581,2129,193.21,2025-01-27
5582,258,14.76,2025-01-31
5583,2309,152.32,2025-01-18
5584,669,11.21,2025-01-26
5585,651,146.68,2025-02-02
5586,342,104.56,2025-01-19
5587,1635,500.73,2025-03-14
5588,9,35.86,2025-03-28
5589,1984,117.65,2025-03-17
5590,676,39.82,2025-02-26
5591,2066,156.9,2025-02-05
5592,1913,202.27,2025-01-09
5593,2048,29.68,2025-01-12
5594,531,311.63,2025-01-23
5595,1931,362.93,2025-03-27
5596,9,196.3,2025-03-29
5597,2337,155.77,2025-02-16
5598,19,706.07,2025-01-24
5599,2073,196.42,2025-02-04
5600,1668,323.81,2025-01-25
5601,2716,224.51,2025-03-09
5602,1333,1088.77,2025-03-28
5603,1941,30.57,2025-02-18
5604,1431,140.31,2025-01-05
5605,1943,39.84,2025-02-19
5606,992,17.34,2025-02-13
5607,1768,115.44,2025-02-18
5608,2839,141.93,2025-01-18
5609,2703,653.66,2025-03-13
5610,472,58.98,2025-02-08
5611,952,51.2,2025-02-06
5612,780,116.55,2025-01-11
5613,2702,131.08,2025-02-08
5614,1760,120.82,2025-03-24
5615,767,163.71,2025-02-05
5616,2581,482.73,2025-01-10
5617,2024,44.71,2025-03-07
5618,733,72.99,2025-01-30
5619,370,437.22,2025-01-16
5620,1108,301.12,2025-01-08
5621,900,38.85,2025-02-13
5622,852,238.91,2025-03-22
5623,2405,28.72,2025-03-30
5624,149,459.33,2025-03-19
5625,1234,388.15,2025-01-29
5626,1135,254.8,2025-03-24
5627,2811,44.15,2025-02-19
